Country,City,Title,Price,Cleanliness,Accuracy,Check-in,Communication,Value,Bathroom,Bedroom and laundry,Entertainment,Heating and cooling,Privacy and safety,Internet and office,Kitchen and dining,Parking and facilities,Services
Czech Republic,Pilsen,Apartment studio 1 with balcony,422,,,8/25/2025,,,Hot water,"Hangers, Bed linens
Cotton linens",TV,"Air conditioning, Central heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Electrolux refrigerator, Microwave, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Electrolux electric stove, Wine glasses","Free parking on premises, Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide",Host greets you
Czech Republic,Pilsen,"Beautiful new studio, 400m from the square",,,,,,,"Hair dryer, Shampoo","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers",TV,Heating,0,Wifi,"Kitchen
Space where guests can cook their own meals","Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide","Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Czech Republic,Pilsen,Stylish Studio - Plzeň Pilsen 300+ 5 Star Reviews!,318,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: wardrobe","HDTV with Chromecast, standard cable, Books and reading material","Portable fans, Radiant heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Electric stove, Single oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Dining table, Coffee","Free street parking, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Single level home
No stairs in home","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Host greets you"
Czech Republic,Pilsen,Studio near the train station and the center + parking in the courtyard,283,,,,,,"Hair dryer, Shampoo, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Iron",0,Heating,0,"Wifi, Dedicated workspace","Refrigerator, Microwave, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Coffee maker","Free parking on premises, Free street parking","Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Czech Republic,Pilsen,Byt 1+kk s parkovacím mistem,279,,,,,,"Hair dryer, Cleaning products, Hot water","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Bed linens
Cotton linens, Room-darkening shades, Iron, Drying rack for clothing",0,Central heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Electric stove, Single oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Blender","Free parking on premises, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide",0
Czech Republic,Pilsen,Apartmán II. České udoli,383,,,,,,"Hair dryer, Shampoo, Hot water, Shower gel","Washer, Dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Room-darkening shades","HDTV with Netflix, premium cable, Books and reading material",Heating,0,"Wifi, Dedicated workspace
In a common space","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Electric stove, Oven, Coffee maker, Wine glasses, Baking sheet, Dining table, Coffee",Free parking on premises,"Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Czech Republic,Olomouc,Elegant Apartment Legionářská,491,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Hot water, Shower gel","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Extra pillows and blankets, Iron, Drying rack for clothing, Clothing storage","Piano, Books and reading material",Central heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Gas stove, Single oven, Hot water kettle, Coffee maker: Nespresso, Wine glasses, Toaster, Baking sheet, Blender, Dining table, Coffee","Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide, Paid street parking off premises, Single level home
No stairs in home, Hockey rink","Pets allowed
Assistance animals are always allowed, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Czech Republic,Olomouc,Cozy apartment in the city center 56m².,293,,,,,,"Hair dryer, Cleaning products, Body soap, Hot water, Shower gel","Free washer – In building, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage","55 inch HDTV with HBO Max, Netflix, DVD player, Piano, Sound system, Game console: PS5","Indoor fireplace: wood-burning, Portable fans, Central heating",0,"Wifi, Dedicated workspace
In a room with a door","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Induction stove, Oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Blender, Coffee",Free street parking,"Pets allowed
Assistance animals are always allowed, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Czech Republic,Olomouc,Cozy modern apartment in center,310,,,,,,"Hair dryer, Shampoo, Hot water","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Iron",TV with standard cable,Heating,0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Stove, Coffee maker",0,0
Czech Republic,Olomouc,Olomouc city center duplex apartment,277,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton linens, Room-darkening shades, Iron, Drying rack for clothing","42 inch HDTV with Chromecast, Books and reading material","Portable fans, Central heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Other induction stove, Oven, Hot water kettle, Wine glasses, Dining table",Paid street parking off premises,"Long term stays allowed
Allow stay for 28 days or more, Host greets you"
Czech Republic,Olomouc,Garden Apartment Olomouc,614,,,8/28/2025,,,"Bathtub, Hair dryer, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage",0,"Air conditioning, Heating",0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Stove, Oven, Coffee maker, Baking sheet, Coffee",Free parking garage on premises – 1 space,"Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Czech Republic,Olomouc,"Family friendly. Entire house 2+1, 76m2.",549,,,,,,"Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage",50 inch HDTV with standard cable,"Indoor fireplace: wood-burning, Heating",0,"Wifi, Dedicated workspace
In a common space","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Dishwasher, Whirlpool induction stove, Oven, Hot water kettle, Coffee maker: espresso machine, Wine glasses, Toaster, Baking sheet, Dining table, Coffee","Free parking on premises, Free street parking, Single level home
No stairs in home","Pets allowed
Assistance animals are always allowed, Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox, Host greets you"
Czech Republic,Olomouc,Byt 2KK v Hodolanech,,,,,,,"Shampoo, Hot water, Shower gel","Washer, Free dryer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Clothing storage: closet and dresser",TV,0,0,Wifi,"Kitchen
Space where guests can cook their own meals",0,0
Czech Republic,Olomouc,Funky house in the heart of the city DN6,449,,,,,,"Hair dryer, Cleaning products, Shampoo, Hot water","Washer, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens
Cotton IKEA linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage: wardrobe and dresser","Ethernet connection, 35 inch TV with Chromecast, Piano",Central heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Dining table",Paid street parking off premises,"Pets allowed
Assistance animals are always allowed"
Czech Republic,Olomouc,BlueSartre - Residences in the Center,183,,,,,,"Hair dryer, Cleaning products, Hot water, Shower gel","Free washer – In unit, Free dryer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Room-darkening shades, Drying rack for clothing, Clothing storage: closet",0,Central heating,0,Wifi,"Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Gas stove, Oven, Hot water kettle, Blender, Coffee, Bread maker",Free street parking,"Pets allowed
Assistance animals are always allowed, Self check-in, Lockbox"
Czech Republic,Olomouc,Attic apartment overlooking Svatý Kopeček,232,,,9/6/2025,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Bidet, Hot water, Shower gel","Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage","Ethernet connection, TV","Portable fans, Heating",0,"Wifi – 37 Mbps
Verified by speed test. Stream 4K videos and join video calls., Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Beko dvojplotýnka electric stove, Hot water kettle, Wine glasses, Dining table","Free parking on premises, Free street parking","Luggage dropoff allowed
For guests' convenience when they have early arrival or late departure, Long term stays allowed
Allow stay for 28 days or more, Cleaning available during stay"
Czech Republic,Olomouc,Apartment 11 with jacuzzi for 2 people Olomouc,496,,,,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Body soap, Hot water, Shower gel","Free washer – In unit, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Room-darkening shades, Iron, Drying rack for clothing, Clothing storage","Ethernet connection, HDTV with Netflix","AC - split type ductless system, Ceiling fan, Heating",0,Wifi,"Kitchen
Space where guests can cook their own meals, Microwave, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Mini fridge, Stove, Hot water kettle, Wine glasses, Dining table","Free parking on premises, Free street parking, Private hot tub","Long term stays allowed
Allow stay for 28 days or more, Self check-in, Lockbox"
Czech Republic,Olomouc,Byt pro dva blízko centro,388,,,9/1/2025,,,"Bathtub, Hair dryer, Cleaning products, Shampoo, Conditioner, Body soap, Hot water, Shower gel","Washer, Essentials
Towels, bed sheets, soap, and toilet paper, Hangers, Bed linens, Extra pillows and blankets, Room-darkening shades, Iron, Clothing storage","TV, Books and reading material",Heating,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals, Refrigerator, Cooking basics
Pots and pans, oil, salt and pepper, Dishes and silverware
Bowls, chopsticks, plates, cups, etc., Freezer, Stove, Oven, Hot water kettle, Wine glasses, Toaster, Baking sheet, Dining table, Coffee","Free parking on premises, Elevator
The home or building has an elevator that’s at least 52 inches deep and a doorway at least 32 inches wide",Host greets you
Czech Republic,Olomouc,Apartment near the Exhibition Grounds,471,,,,,,Hair dryer,0,HDTV with Netflix,0,0,"Wifi, Dedicated workspace","Kitchen
Space where guests can cook their own meals",Free parking on premises,"Self check-in, Lockbox"
